null,금강아산병원(재단법인 아산사회복지재단),일반병원,서울특별시 용산구 이촌로 318 (이촌동),799-5000
null,소화병원(의료법인 소화병원),일반병원,"서울특별시 용산구 청파로 383 (서계동\, 소화아동병원)",705-9000
null,연세바로척병원,일반병원,서울특별시 성동구 동일로 133 (성수동2가),1522-7586
null,9988병원,일반병원,서울특별시 성동구 왕십리로 269 (행당동),02-2297-9988
null,연세슬기병원,일반병원,서울특별시 성동구 무학로2길 8 (도선동),02-2281-0010
null,한양대학교병원,종합병원,서울특별시 성동구 왕십리로 222-1 (사근동),02-2290-8114
null,학교법인대진교육재단 제인병원,일반병원,서울특별시 성동구 광나루로 243 (송정동),02-3408-2100
null,서울연세병원,일반병원,서울특별시 성동구 왕십리로 296 (행당동),02-2293-7582
null,굿모닝요양병원,일반요양병원,"서울특별시 성동구 천호대로 436\, 2~7층 (용답동)",02-3394-9878
null,시온요양병원,일반요양병원,"서울특별시 성동구 자동차시장1길 85\, 지하1\,지상3~5층 (용답동\, JS빌딩)",02-2247-7272
null,서울효사랑요양병원,일반요양병원,서울특별시 성동구 동일로 93 (성수동2가),02-462-0114
null,서울특별시장애인치과병원,치과병원,서울특별시 성동구 마장로 207 (홍익동),02-2282-0001
null,광진예치과병원,치과병원,서울특별시 광진구 천호대로 556 (능동),02-452-7272
null,서울프라임병원,일반병원,"서울특별시 광진구 동일로 92-1\, B1~2\, 3~7층 (자양동)",02-464-2700
null,편안한요양병원,일반요양병원,"서울특별시 광진구 자양로 38\, 편안한요양병원 (자양동)",02-456-8898
null,혜민병원,종합병원,서울특별시 광진구 자양로 85 (자양동),02-2049-9036
null,건국대학교병원,종합병원,서울특별시 광진구 능동로 120-1 (화양동),1588-1533
null,국립정신건강센터,일반병원,"서울특별시 광진구 용마산로 127 (중곡동\, 국립정신건강센터)",02-2204-0114
null,동부참사랑요양병원,일반요양병원,서울특별시 광진구 동일로 154 (화양동),02-461-6602
null,연세무척나은병원,일반병원,서울특별시 광진구 천호대로 568 (능동),3425-8200
null,바른본병원,일반병원,서울특별시 광진구 능동로 261 (군자동),02-1577-9844
null,에스(S)리더치과병원,치과병원,"서울특별시 광진구 능동로 103\, 3.4층 (화양동)",02-466-7528
null,제니스병원,일반병원,서울특별시 광진구 자양로 215 (구의동),02-3436-8888
null,리안요양병원,일반요양병원,서울특별시 광진구 동일로 82-1 (자양동),02-466-5151
null,경희대학교치과병원,치과병원,"서울특별시 동대문구 경희대로 23 (회기동\, 경희의료원)",02-958-8114
null,경희대학교병원,종합병원,서울특별시 동대문구 경희대로 23 (회기동),02-958-8114
null,경희대학교한방병원,한방병원,서울특별시 동대문구 경희대로 23 (회기동),02-958-8114
null,서울에이스요양병원,일반요양병원,서울특별시 동대문구 고산자로 379 (용두동),02-961-4700
null,멘토스병원,일반병원,서울특별시 동대문구 한천로 49 (답십리동),02-2214-5100
null,브레인요양병원,일반요양병원,서울특별시 동대문구 장한로32길 7 (장안동),0222112211
null,왕십리휴요양병원,일반요양병원,"서울특별시 동대문구 무학로 88 (용두동\, 지하2~지상8층)",02-927-6501
null,서울명병원,일반병원,서울특별시 동대문구 고산자로 421 (용두동),965-2800
null,삼육치과병원,치과병원,서울특별시 동대문구 망우로 82 (휘경동),02-3407-2875
null,행복닥터스요양병원,일반요양병원,"서울특별시 동대문구 정릉천동로 102\, 지하1층~지상4층 (제기동)",02-2088-0580
null,엘치과병원,치과병원,"서울특별시 동대문구 전농로 102\, 3층 (답십리동)",02-2246-7528
null,의료법인마리아의료재단마리아병원,일반병원,서울특별시 동대문구 천호대로 20 (신설동),02-2234-6555
null,서울나은병원,일반병원,서울특별시 동대문구 왕산로 137 (제기동),0215446003
null,영동병원,일반병원,서울특별시 동대문구 한천로 4 (장안동),02-469-0019
null,효림요양병원,일반요양병원,서울특별시 동대문구 천호대로 259-1 (답십리동),02-962-1123
null,린여성병원,일반병원,"서울특별시 동대문구 답십리로 266\, 파워스빌딩 (장안동)",2244-1212
null,날개병원,일반병원,서울특별시 동대문구 무학로 193-1 (용두동),02-959-9191
null,참튼튼병원,일반병원,서울특별시 동대문구 답십리로 261 (장안동),1588-7562
null,맑은수병원,일반병원,서울특별시 동대문구 천호대로83길 44 (장안동),02-2681-0119
null,햇살요양병원,일반요양병원,"서울특별시 동대문구 장한로 152\, 지하1~2층\, 지상3 ~10층 (장안동)",02-2244-5533
null,신우요양병원,일반요양병원,"서울특별시 동대문구 한천로 207\, 지하1\,지상1\,3~6층 (전농동)",02-2214-7582
null,시카고치과병원,치과병원,서울특별시 동대문구 천호대로 2 (신설동),02-2232-7875
null,코리아병원,일반병원,서울특별시 동대문구 장한로 143 (장안동),02-2281-9999
null,다일천사병원,일반병원,"서울특별시 동대문구 서울시립대로 57\, 천사병원 B1\,1\,2\,3\,6층 (전농동)",02-2213-8004
null,서울특별시 동부병원,종합병원,서울특별시 동대문구 무학로 124 (용두동),02-920-9307
null,하늘병원,일반병원,"서울특별시 동대문구 천호대로 317\, 하늘병원 (답십리동)",02-2246-8750
null,지혜병원,일반병원,서울특별시 동대문구 천호대로 421 (장안동),02-499-9955
null,대한민국요양병원,일반요양병원,"서울특별시 동대문구 장한로 200 (장안동\, KS빌딩)",2213-9991
null,서울성심병원,종합병원,"서울특별시 동대문구 왕산로 259\, 서울성심병원 (청량리동)",02-966-1616
null,동서울병원,일반병원,서울특별시 동대문구 왕산로 18 (신설동),02-926-9171
null,삼육서울병원,종합병원,서울특별시 동대문구 망우로 82 (휘경동),02-2244-0191
null,러스크서울병원,일반병원,서울특별시 중랑구 망우로 470 (망우동),02-3426-0100
null,늘찬병원,일반병원,서울특별시 중랑구 봉우재로 234 (망우동),02-1644-0710
null,연세본병원,일반병원,"서울특별시 중랑구 면목로 310\, 4\,5\,6\,7층일부층 (면목동)",02-435-5800
null,마인드웰병원,정신병원,"서울특별시 중랑구 망우로 403\, 5층\,6층\,7층 (망우동)",02-433-1195
null,팔팔병원,일반병원,"서울특별시 중랑구 동일로 679 (면목동\, 88병원)",02-1899-8875
null,디앤에프병원,일반병원,"서울특별시 중랑구 봉화산로 64 (중화동\, 디엔에프병원)",02-434-2119
null,서울특별시서울의료원,종합병원,서울특별시 중랑구 신내로 156 (신내동),02-2276-7000
null,로하스동서울요양병원,일반요양병원,"서울특별시 중랑구 봉화산로 194\, 신아타운 4\,5층 (신내동)",02-577-9696
null,서울특별시 북부병원,일반병원,서울특별시 중랑구 양원역로 38 (망우동),02-2036-0200
null,의료법인한국의료재단프라임병원,일반병원,서울특별시 중랑구 공릉로 76 (묵동),02-975-7500
null,라본병원,일반병원,서울특별시 중랑구 망우로 476 (망우동),02-2209-6677
null,한걸음요양병원,일반요양병원,"서울특별시 중랑구 망우로 316\, 이지팰리스 5~7층 503-2\,504\,505\,601~605\,701~705호 (상봉동)",02-493-9700
null,마디세상병원,일반병원,서울특별시 중랑구 동일로 890 (묵동),1661-0592
null,서울선병원,일반병원,"서울특별시 중랑구 망우로 373 (상봉동\, 서울선병원)",02-436-1900
null,조앤조병원,일반병원,"서울특별시 중랑구 망우로 474 (망우동\, 조앤조병원)",02-433-3336
null,녹색병원,종합병원,서울특별시 중랑구 사가정로49길 53 (면목동),02-490-2000
null,장스여성병원,일반병원,서울특별시 중랑구 망우로 411 (망우동),02-490-4000
null,강북21세기병원,일반병원,서울특별시 중랑구 면목로 473 (상봉동),1577-6336
null,의료법인풍산의료재단동부제일병원,종합병원,"서울특별시 중랑구 망우로 511 (망우동\, 동부제일병원)",02-437-5011
null,경동한방병원,한방병원,"서울특별시 중랑구 망우로 400\, 2층~3층(201호~204호\,301호~304호) (망우동)",02-2038-0100
null,로덴치과병원,치과병원,서울특별시 성북구 종암로 72 (종암동),02-941-4974
null,의료법인 우신향병원,일반병원,서울특별시 성북구 안암로 99 (안암동5가),02-926-7505
null,의료법인서광의료재단 성북중앙병원,일반병원,서울특별시 성북구 종암로 72 (종암동),02-919-3404
null,사회복지법인 성가소비녀회 성가복지병원,일반병원,서울특별시 성북구 종암로 191 (하월곡동),02-940-1500
null,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),종합병원,"서울특별시 성북구 고려대로 73\, 고려대병원 (안암동5가)",1577-0083
null,성북우리아이들병원,일반병원,서울특별시 성북구 동소문로46길 10 (하월곡동),02-912-0100
null,성북서울요양병원,일반요양병원,서울특별시 성북구 종암로 31 (종암동),6312-3700
null,더서울병원,일반병원,서울특별시 성북구 아리랑로 16 (동선동4가),029292114
null,성북웰니스요양병원,일반요양병원,서울특별시 성북구 보문로 86 (보문동4가),02-3672-2233
null,동서요양병원,일반요양병원,서울특별시 성북구 동소문로 306 (하월곡동),02-942-3611
null,의료법인참예원의료재단 성북참노인전문병원,노인요양병원,서울특별시 성북구 북악산로1길 71 (정릉동),02-912-2114
null,새마음요양병원,일반요양병원,서울특별시 성북구 동소문로 215 (정릉동),02-911-7115
null,보문효사랑요양병원,일반요양병원,서울특별시 성북구 보문로 46 (보문동7가),02-929-3355
null,서울척병원,일반병원,서울특별시 성북구 동소문로47길 8 (길음동),02-940-2000
null,의료법인유라의료재단 온누리요양병원,일반요양병원,서울특별시 성북구 화랑로 271 (장위동),02-919-2700
null,서울유병원,일반병원,"서울특별시 강북구 도봉로 77\, 지하2층~지하1층\, 3층~8층층 (미아동)",02-1670-8875
null,강북휴요양병원,일반요양병원,"서울특별시 강북구 도봉로 161\, 서울컨벤션웨딩홀 (미아동)",02-982-7080
null,북서울요양병원,일반요양병원,"서울특별시 강북구 한천로 1002 (번동\, 새한빛병원)",02-900-7006
null,서울좋은병원,일반병원,서울특별시 강북구 도봉로 114 (미아동),6927-9119
null,강북우리들병원,일반병원,"서울특별시 강북구 한천로 1083\, 수유동 (수유동\, 광산타워)",02-6222-1000
null,서울현대병원,일반병원,"서울특별시 강북구 도봉로 374 (번동\, 서울현대병원)",02-994-1156
null,포근한요양병원,일반요양병원,서울특별시 강북구 도봉로 266 (미아동),02-986-9988
null,효성요양병원,일반요양병원,"서울특별시 강북구 삼양로 204 (미아동\, 효성요양병원)",02-988-9456~7
null,햇빛병원,일반병원,서울특별시 강북구 도봉로 74 (미아동),02-983-7771
null,현인요양병원,일반요양병원,서울특별시 강북구 삼각산로 20 (수유동),02-992-5200
null,민병원,일반병원,"서울특별시 강북구 도봉로 155\, 서울민병원 (미아동)",02-982-3114
null,신일병원,일반병원,서울특별시 강북구 덕릉로 73 (수유동),02-903-5121
null,의료법인성화의료재단  대한병원,종합병원,"서울특별시 강북구 도봉로 301 (수유동\, 대한병원)",02-903-3232
null,경희치과병원,치과병원,"서울특별시 강북구 도봉로 358 (번동\, 코스타타워)",02-996-2828
null,국립재활원,일반병원,"서울특별시 강북구 삼각산로 58 (수유동\, 국립재활원)",02-901-1700
null,성신병원,일반병원,서울특별시 강북구 도봉로 181 (미아동),02-986-1313
null,꿈의숲요양병원,일반요양병원,서울특별시 강북구 월계로 183 (번동),029879988
null,강북으뜸병원,일반병원,"서울특별시 강북구 도봉로 187\, 지하1층\, 2층~5층 (미아동)",02-986-0334
null,정요양병원,일반요양병원,"서울특별시 도봉구 도봉로 639\, 5\,6층 (쌍문동)",02-900-5513
null,도봉병원,일반병원,서울특별시 도봉구 도봉로 720 (방학동),02-3492-3251
null,의료법인한전의료재단 한일병원,종합병원,서울특별시 도봉구 우이천로 308 (쌍문동),02-901-3114
null,베이직병원,일반병원,"서울특별시 도봉구 삼양로 610\, 지하1층층 지상1\,2\,3\,4호 (쌍문동\, 산수디앤씨)",02-990-2999
null,포근한맘요양병원,일반요양병원,서울특별시 도봉구 삼양로 606 (쌍문동),02-986-9977
null,서울사랑요양병원,일반요양병원,"서울특별시 도봉구 삼양로 574\, 2~5층 (쌍문동)",02-2039-5099
null,성모샘병원,일반병원,"서울특별시 도봉구 도봉로 683\, 5\,6\,7층 (방학동)",951-0552
null,정병원,일반병원,서울특별시 도봉구 도봉로 639 (쌍문동),029009942
null,의료법인 상원의료재단 강북힘찬병원,일반병원,서울특별시 도봉구 도봉로 446 (창동),1899-2226
null,의성한방병원,한방병원,"서울특별시 도봉구 도봉로152길 26\, 2\,3\,4층 (방학동\, 렉시온프라자)",02-3494-3120
null,다나병원,일반병원,서울특별시 도봉구 해등로 129 (창동),02-942-8000
null,에이치큐브병원,일반병원,서울특별시 도봉구 도봉로 604 (창동),02-900-2000
null,퍼스트요양병원,일반요양병원,"서울특별시 도봉구 삼양로 616\, 2-5층 (쌍문동)",02-902-3294
null,스카이요양병원,일반요양병원,서울특별시 도봉구 방학로 177 (방학동),02-992-7582
null,바로선병원,일반병원,"서울특별시 도봉구 도봉로 628 (창동\, 바로선병원)",070-4022-6832
null,로덴성문치과병원,치과병원,"서울특별시 도봉구 도봉로 569\, 5층 (쌍문동\, 준우빌딩)",02-999-9100
null,경희늘푸른노인전문병원,노인요양병원,서울특별시 도봉구 시루봉로 137 (방학동),02-903-9920
null,가화실버한방병원,한방병원,서울특별시 도봉구 도당로 51 (방학동),02-955-1772
null,노원솔요양병원,일반요양병원,"서울특별시 노원구 덕릉로 690\, 기업은행 2\,3\,4\,5층 (중계동)",932-0036
null,재단법인자생의료재단노원자생한방병원,한방병원,"서울특별시 노원구 노해로 507\, 7\,8층 (상계동\, 와우쇼핑몰)",02-2289-0717
null,참튼튼병원,일반병원,"서울특별시 노원구 노해로 502\, 2층\, 3층\, 5층 (상계동)",02-3392-9100
null,다인치과병원,치과병원,"서울특별시 노원구 노해로 507\, 5층 (상계동\, 와우쇼핑몰)",02-952-2275
null,샤인치과교정과 치과병원,치과병원,"서울특별시 노원구 노해로 488\, 근호빌딩 5층 502호 (상계동)",02-930-2841
null,파로스병원,일반병원,"서울특별시 노원구 노원로 416\, 파로스병원 (상계동)",029388540
null,그레이스힐 요양병원,일반요양병원,"서울특별시 노원구 노원로 461\, 대감프라자빌딩 3층 (상계동)",02-934-1300
null,의료법인 행복나눔의료재단 사랑요양병원,일반요양병원,"서울특별시 노원구 동일로243길 45 (상계동\, 사랑요양병원)",02-933-1114
null,더조은요양병원,일반요양병원,서울특별시 노원구 화랑로 323 (월계동),02-941-7800
null,강북연세병원,일반병원,서울특별시 노원구 동일로 996 (공릉동),02-1800-0755
null,노원을지대학교병원,종합병원,"서울특별시 노원구 한글비석로 68\, 을지병원 (하계동)",02-970-8000
null,인제대학교 상계백병원,종합병원,"서울특별시 노원구 동일로 1342\, 상계백병원 (상계동)",02-950-1114
null,한국원자력의학원원자력병원,종합병원,"서울특별시 노원구 노원로 75\, 한국원자력의학원 (공릉동)",02-970-2114
null,방병원,일반병원,"서울특별시 노원구 동일로 989\, 2~9층 (공릉동)",02-1577-4447
null,태릉마이크로병원,일반병원,서울특별시 노원구 동일로 987 (공릉동),970-0801
null,메디아이여성병원,일반병원,"서울특별시 노원구 노원로 448 (상계동\, 메디아이여성병원)",02-936-2122
null,선의요양병원,일반요양병원,"서울특별시 노원구 동일로 1419\, 9층~11층 (상계동)",02-3391-3992~3
null,강북예치과병원,치과병원,"서울특별시 노원구 노해로 480\, 8층 (상계동\, 조광빌딩)",938-2833
null,태능성심요양병원,일반요양병원,"서울특별시 노원구 동일로 987 (공릉동\, 태릉성심종합병원)",02-976-0808
null,노원 바로유 한방병원,한방병원,"서울특별시 노원구 노원로 461\, 2층 (상계동)",02-937-0052
null,희망요양병원,일반요양병원,서울특별시 노원구 상계로26길 7 (상계동),936-9966
null,이우요양병원,일반요양병원,서울특별시 은평구 불광로13길 15 (불광동),02-6352-0700
null,의료법인 청구성심병원,종합병원,서울특별시 은평구 통일로 873 (갈현동),02-350-3300
null,서울특별시은평병원,일반병원,서울특별시 은평구 백련산로 90 (응암동),300-8114
null,시온한방병원,한방병원,"서울특별시 은평구 응암로 267\, 정원빌딩 (응암동)",1800-7570
null,연세노블병원,일반병원,서울특별시 은평구 서오릉로 37 (녹번동),384-0009
null,본서부병원,일반병원,서울특별시 은평구 은평로 133 (응암동),3156-5000
null,서울병원,일반병원,서울특별시 은평구 진흥로 191 (대조동),357-0515
null,서울재활병원,일반병원,서울특별시 은평구 갈현로11길 30 (구산동),02-6020-3000
null,인정병원,일반병원,서울특별시 은평구 응암로 164 (응암동),02-309-0909
null,리드힐병원,일반병원,"서울특별시 은평구 연서로 10\, 지하2~지상9층 (역촌동)",382-7700
null,의료법인 성누가의료재단 성누가병원,일반병원,"서울특별시 은평구 통일로 726\, 불광메디컬타워 1~12층 (불광동)",1661-9666
null,21C메트로한방병원,한방병원,"서울특별시 은평구 갈현로 24\, 2층 201\,202호 (신사동)",1522-1076
null,한국효요양병원,일반요양병원,"서울특별시 은평구 은평로 170\, 6층\,7층\,8층 (응암동\, 상현빌딩동)",02-352-3552
null,로하스은평효요양병원,일반요양병원,"서울특별시 은평구 연서로 209\, 보성빌 2\,3일부\,4~6층 (갈현동)",02-385-2700
null,연세에덴요양병원,일반요양병원,서울특별시 은평구 통일로 669 (녹번동),1577-5046
null,최원호병원,일반병원,"서울특별시 은평구 서오릉로 45\, 최원호병원 (녹번동)",1588-3797
null,노블요양병원,일반요양병원,"서울특별시 은평구 응암로 304\, 지1\, 1~7층 (응암동)",382-0088
null,서울특별시서북병원,일반병원,서울특별시 은평구 갈현로7길 49 (역촌동),02-3156-3000
null,하나효요양병원,일반요양병원,"서울특별시 은평구 서오릉로 149\, 세웅그룹빌딩 3~9층 (구산동)",02-356-7007
null,은평연세병원,일반병원,서울특별시 은평구 연서로 177 (갈현동),02-388-8114
null,문치과병원,치과병원,서울특별시 은평구 통일로 809-1 (대조동),355-7355
null,가톨릭대학교 은평성모병원,종합병원,서울특별시 은평구 통일로 1021 (진관동),02-1811-7755
null,은평요양병원,일반요양병원,"서울특별시 은평구 통일로 935\, 은평장례식장 C동 (갈현동)",02-384-2311
null,효담요양병원,일반요양병원,서울특별시 서대문구 통일로 544 (홍은동),02-395-8880
null,가자연세병원,일반병원,"서울특별시 서대문구 수색로 18\, 2~5층 (남가좌동\, 영보웨딩부페)",02-304-5660
null,잎사귀치과병원,치과병원,"서울특별시 서대문구 연세로5길 26\, 5\,7\,9층 (창천동)",02-3141-4947
null,제이여성병원,일반병원,"서울특별시 서대문구 통일로 442 (홍제동\, 제이여성병원)",02-2153-7777
null,사랑요양병원,일반요양병원,서울특별시 서대문구 수색로 131 (북가좌동),02-304-7573
null,강북연세요양병원,일반요양병원,서울특별시 서대문구 성산로 335 (연희동),02-335-2277
null,재단법인대성병원,일반병원,서울특별시 서대문구 세무서길 20 (홍제동),02-394-9101
null,학교법인연세대학교치과대학치과병원,치과병원,서울특별시 서대문구 연세로 50-1 (신촌동),02-2228-8622
null,학교법인연세대학교의과대학세브란스병원,종합병원,서울특별시 서대문구 연세로 50-1 (신촌동),02-2228-0114
null,의료법인동신의료재단 동신병원,종합병원,"서울특별시 서대문구 연희로 272\, 동신병원 본관동 (홍은동)",02-396-9161
null,의료법인제민의료재단동서한방병원,한방병원,서울특별시 서대문구 성산로 365-14 (연희동),02-337-1110
null,의료법인제민의료재단동서병원,일반병원,서울특별시 서대문구 성산로 365-14 (연희동),02-337-1110
null,혜당한방병원,한방병원,"서울특별시 마포구 독막로 32\, 지1\,1\,2\,4\,5\,7층 (합정동)",335-1010
null,마포요양병원,일반요양병원,"서울특별시 마포구 성산로 128\, 지하1~지상5층 (성산동)",02-337-8111
null,세솟는정형외과병원,일반병원,"서울특별시 마포구 백범로 26\, 세솟는병원 (신수동)",02-719-7373
null,메디람한방병원,한방병원,"서울특별시 마포구 양화로 119\, 디키즈코리아 B1~6층 (서교동)",02-333-3300
null,연세한강병원,일반병원,"서울특별시 마포구 마포대로 25\, 대농빌딩 2\,3\,5층 (마포동)",02-1644-3099
null,푸르메재단 넥슨어린이재활병원,장애인의료재활시설,"서울특별시 마포구 월드컵북로 494\, 지하1층~7층 (상암동\, 푸르메재단넥슨어린이재활병원)",02-6070-9000
null,신촌다인치과병원,치과병원,"서울특별시 마포구 신촌로 94\, 10층\,11층 (노고산동\, 그랜드플라자)",02-719-2275
null,한그루치과병원,치과병원,"서울특별시 마포구 마포대로 78\, 자람빌딩 3층 (도화동)",716-2600
null,네모치과병원,치과병원,"서울특별시 마포구 양화로 178\, 3층 (동교동)",333-2882
null,에스엠씨요양병원,일반요양병원,"서울특별시 마포구 월드컵북로 165\, 지하1층~5층 (성산동\, SMC)",374-3111
null,신촌연세병원,일반병원,"서울특별시 마포구 서강로 110\, 지2층~6층 (신수동)",02-337-7582
null,홍익병원,종합병원,"서울특별시 양천구 목동로 225\, 홍익병원본관 (신정동)",02-2693-5555
null,이화여자대학교의과대학부속목동병원,종합병원,서울특별시 양천구 안양천로 1071 (목동),02-2650-5114
null,목동성모요양병원,일반요양병원,"서울특별시 양천구 오목로 282\, 서원빌딩 지하1층~3층층 (목동)",02-3663-9090
null,라온휴병원,일반병원,"서울특별시 양천구 신월로 164\, 8층 9층 (신월동\, 승일뷰티타워)",02-2601-2611
null,목동연세요양병원,일반요양병원,"서울특별시 양천구 목동로 189\, 3~4층 (신정동)",2601-0052
null,서울특별시서남병원,종합병원,서울특별시 양천구 신정이펜1로 20 (신정동),1566-6688
null,재단법인자생의료재단목동자생한방병원,한방병원,"서울특별시 양천구 신목로 102\, 3\,5\,6층 (목동\, 대경프라자)",02-3219-0920
null,목동중앙치과병원,치과병원,"서울특별시 양천구 목동서로 285\, 황금프라자 10층 (신정동)",1544-2875
null,양천효요양병원,일반요양병원,"서울특별시 양천구 오목로 121 (신정동\, 양천효요양병원)",02-2696-6568
null,목동힘찬병원,일반병원,"서울특별시 양천구 신목로 120 (목동\, 힘찬병원)",02-1899-2221
null,의료법인해인의료재단 동신한방병원,한방병원,"서울특별시 양천구 오목로 351\, B2~6\,8~9층 (목동)",02-2640-2700
null,포미즈여성병원,일반병원,"서울특별시 양천구 공항대로 610 (목동\, 정종일산부인과)",02-2651-7500
null,이엔이치과병원,치과병원,서울특별시 양천구 신정중앙로 103 (신정동),02-2691-2875
null,메디힐병원,일반병원,"서울특별시 양천구 남부순환로 331 (신월동\, 메디힐병원)",02-2604-7551
null,목동예치과병원,치과병원,서울특별시 양천구 오목로 199 (신정동),6200-8801
null,목동제일여성병원,일반병원,서울특별시 양천구 중앙로 300 (신정동),02-6927-3646
null,솔빛한방병원,한방병원,서울특별시 양천구 신월로 151 (신월동),02-2696-5601
null,서울스마트요양병원,일반요양병원,"서울특별시 양천구 중앙로 181\, 복합메디컬타운 4~8층 (신정동)",02-2601-7111
null,솔병원,일반병원,"서울특별시 강서구 방화대로 352\, 1~4층 (방화동)",02-2064-7575
null,이화여자대학교의과대학부속서울병원,종합병원,"서울특별시 강서구 공항대로 260\, 이화여자대학교 제2부속병원 (마곡동)",1522-7000
null,면력한방병원,한방병원,"서울특별시 강서구 마곡중앙6로 93\, 열린프라자 6\,7\,10층 602\,603\,604\,605호 (마곡동)",02-3661-1075
null,에이스한방병원,한방병원,"서울특별시 강서구 공항대로41길 34\, 3.4층 (등촌동\, 플러스존)",02-6954-6575
null,365강서수요양병원,일반요양병원,"서울특별시 강서구 양천로 35\, 1~6층 (방화동)",02-2663-0075
null,강서수한방병원,한방병원,"서울특별시 강서구 곰달래로 54\, 백제빌딩 1~7층 (화곡동)",02-2696-8275
null,새미래요양병원,일반요양병원,서울특별시 강서구 국회대로 233 (화곡동),02-2061-5544
null,로고스치과병원,치과병원,"서울특별시 강서구 공항대로 281\, 3층 (등촌동)",02-2699-9908
null,웰튼병원,일반병원,"서울특별시 강서구 강서로 318\, 웰튼병원 (내발산동)",02-2690-2000
null,강서송도병원,일반병원,"서울특별시 강서구 공항대로 315 (등촌동\, 서울시니어강서타워)",02-2659-0600
null,참요양병원,일반요양병원,서울특별시 강서구 강서로 182 (화곡동),02-2605-2114
null,강서필병원,일반병원,서울특별시 강서구 강서로17길 24 (화곡동),02-2608-8855
null,미즈메디병원,종합병원,서울특별시 강서구 강서로 295 (내발산동),02-2007-1000
null,더와이즈황병원,일반병원,"서울특별시 강서구 까치산로 23\, 더와이즈황병원 (화곡동)",02-2600-5024
null,유광사여성병원,일반병원,서울특별시 강서구 강서로 194 (화곡동),02-2608-1011
null,실로암안과병원,일반병원,"서울특별시 강서구 등촌로 181 (등촌동\, 실로암안과병원)",02-2650-0700
null,서울바로나치과병원,치과병원,"서울특별시 강서구 화곡로 176-4\, 5층 (화곡동)",02-2693-2827
null,참바른병원,일반병원,"서울특별시 강서구 양천로 600\, 파인블루빌딩 지하1\,지상2\,4층 (등촌동)",1544-8297
null,방화병원,일반병원,"서울특별시 강서구 양천로 92\, 지하1\, 지상1~6층 층호 (방화동\, 방화정형외과)",02-2666-7582
null,우리들병원,종합병원,서울특별시 강서구 하늘길 70 (과해동),02-2660-7500
null,하나로한방병원,한방병원,"서울특별시 강서구 강서로 173\, 터보빌딩 7\,8\,9층 (화곡동)",02-2066-7513
null,강서바른세상병원,일반병원,"서울특별시 강서구 금낭화로 9\, 바른세상병원 1\,2\,3\,4\,5\,층 6\,7호 (방화동)",02-2603-0300
null,에스앤유서울병원,일반병원,"서울특별시 강서구 공항대로 237\, 4\,5\,6층 (마곡동)",02-333-5151
null,모나리자요양병원,일반요양병원,"서울특별시 강서구 양천로 715\, 지하3층~8층 (염창동)",02-3663-6786
null,무척바른한방병원,한방병원,"서울특별시 강서구 공항대로 228\, 4\,5층 (마곡동)",1833-6375
null,서울큰나무병원,일반병원,"서울특별시 강서구 강서로 206\, 2\,3\,4\,5\,6층 (화곡동)",02-2695-1155
